Unnamed: 0,match,teamInnings,battingPos,batsmanName,runs,balls,4s,6s,SR,out/not_out,match_id
258,India Vs South Africa,South Africa,1,Quinton de Kock†,1,3,0,0,33.33,out,T20I # 1853
259,India Vs South Africa,South Africa,3,Temba Bavuma(c),10,15,0,1,66.66,out,T20I # 1853
260,India Vs South Africa,South Africa,5,Rilee Rossouw,0,2,0,0,0.00,out,T20I # 1853
261,India Vs South Africa,South Africa,7,Aiden Markram,52,41,6,1,126.82,out,T20I # 1853
262,India Vs South Africa,South Africa,9,David Miller,59,46,4,3,128.26,out,T20I # 1853
263,India Vs South Africa,South Africa,10,Tristan Stubbs,6,6,1,0,100.00,out,T20I # 1853
264,India Vs South Africa,South Africa,12,Wayne Parnell,2,5,0,0,40.00,out,T20I # 1853
265,Netherlands Vs Pakistan,Netherlands,1,Stephan Myburgh,6,11,1,0,54.54,out,T20I # 1852
266,Netherlands Vs Pakistan,Netherlands,3,Max O'Dowd,8,13,0,0,61.53,out,T20I # 1852
267,Netherlands Vs Pakistan,Netherlands,5,Bas de Leede,6,16,1,0,37.50,out,T20I # 1852
268,Netherlands Vs Pakistan,Netherlands,6,Tom Cooper,1,2,0,0,50.00,out,T20I # 1852
269,Netherlands Vs Pakistan,Netherlands,8,Colin Ackermann,27,27,2,0,100.00,out,T20I # 1852
270,Netherlands Vs Pakistan,Netherlands,10,Scott Edwards(c)†,15,20,1,0,75.00,out,T20I # 1852
271,Netherlands Vs Pakistan,Netherlands,12,Roelof van der Merwe,5,6,0,0,83.33,out,T20I # 1852
272,Netherlands Vs Pakistan,Netherlands,14,Tim Pringle,5,8,0,0,62.50,out,T20I # 1852
273,Netherlands Vs Pakistan,Netherlands,16,Logan van Beek,6,9,0,0,66.66,out,T20I # 1852
274,Netherlands Vs Pakistan,Netherlands,17,Fred Klaassen,0,1,0,0,0.00,out,T20I # 1852
275,Netherlands Vs Pakistan,Netherlands,19,Paul van Meekeren,7,7,0,0,100.00,out,T20I # 1852
276,Netherlands Vs Pakistan,Pakistan,1,Mohammad Rizwan†,49,39,5,0,125.64,out,T20I # 1852
277,Netherlands Vs Pakistan,Pakistan,3,Babar Azam(c),4,5,1,0,80.00,out,T20I # 1852
278,Netherlands Vs Pakistan,Pakistan,5,Fakhar Zaman,20,16,3,0,125.00,out,T20I # 1852
279,Netherlands Vs Pakistan,Pakistan,7,Shan Masood,12,16,0,0,75.00,out,T20I # 1852
280,Netherlands Vs Pakistan,Pakistan,9,Iftikhar Ahmed,6,5,0,0,120.00,out,T20I # 1852
281,Netherlands Vs Pakistan,Pakistan,10,Shadab Khan,4,2,1,0,200.00,out,T20I # 1852
282,Bangladesh Vs Zimbabwe,Bangladesh,1,Najmul Hossain Shanto,71,55,7,1,129.09,out,T20I # 1851
283,Bangladesh Vs Zimbabwe,Bangladesh,3,Soumya Sarkar,0,2,0,0,0.00,out,T20I # 1851
284,Bangladesh Vs Zimbabwe,Bangladesh,5,Litton Das,14,12,3,0,116.66,out,T20I # 1851
285,Bangladesh Vs Zimbabwe,Bangladesh,7,Shakib Al Hasan(c),23,20,1,0,115.00,out,T20I # 1851
286,Bangladesh Vs Zimbabwe,Bangladesh,9,Afif Hossain,29,19,1,1,152.63,out,T20I # 1851
287,Bangladesh Vs Zimbabwe,Bangladesh,11,Mosaddek Hossain,7,10,0,0,70.00,out,T20I # 1851
288,Bangladesh Vs Zimbabwe,Bangladesh,13,Nurul Hasan†,1,1,0,0,100.00,out,T20I # 1851
289,Bangladesh Vs Zimbabwe,Bangladesh,15,Yasir Ali,1,1,0,0,100.00,out,T20I # 1851
290,Bangladesh Vs Zimbabwe,Zimbabwe,1,Wessly Madhevere,4,3,1,0,133.33,out,T20I # 1851
291,Bangladesh Vs Zimbabwe,Zimbabwe,3,Craig Ervine(c),8,7,2,0,114.28,out,T20I # 1851
292,Bangladesh Vs Zimbabwe,Zimbabwe,5,Milton Shumba,8,15,1,0,53.33,out,T20I # 1851
293,Bangladesh Vs Zimbabwe,Zimbabwe,7,Sean Williams,64,42,8,0,152.38,out,T20I # 1851
294,Bangladesh Vs Zimbabwe,Zimbabwe,9,Sikandar Raza,0,3,0,0,0.00,out,T20I # 1851
295,Bangladesh Vs Zimbabwe,Zimbabwe,11,Regis Chakabva†,15,19,0,0,78.94,out,T20I # 1851
296,Bangladesh Vs Zimbabwe,Zimbabwe,13,Ryan Burl,27,25,2,1,108.00,out,T20I # 1851
297,Bangladesh Vs Zimbabwe,Zimbabwe,14,Brad Evans,2,2,0,0,100.00,out,T20I # 1851
298,Bangladesh Vs Zimbabwe,Zimbabwe,16,Richard Ngarava,6,3,0,1,200.00,out,T20I # 1851
299,Bangladesh Vs Zimbabwe,Zimbabwe,18,Blessing Muzarabani,0,2,0,0,0.00,out,T20I # 1851
300,New Zealand Vs Sri Lanka,New Zealand,1,Finn Allen,1,3,0,0,33.33,out,T20I # 1850
301,New Zealand Vs Sri Lanka,New Zealand,3,Devon Conway†,1,4,0,0,25.00,out,T20I # 1850
302,New Zealand Vs Sri Lanka,New Zealand,5,Kane Williamson(c),8,13,1,0,61.53,out,T20I # 1850
303,New Zealand Vs Sri Lanka,New Zealand,7,Glenn Phillips,104,64,10,4,162.50,out,T20I # 1850
304,New Zealand Vs Sri Lanka,New Zealand,9,Daryl Mitchell,22,24,0,0,91.66,out,T20I # 1850
305,New Zealand Vs Sri Lanka,New Zealand,11,James Neesham,5,8,0,0,62.50,out,T20I # 1850
306,New Zealand Vs Sri Lanka,New Zealand,13,Mitchell Santner,11,5,0,1,220.00,out,T20I # 1850
307,New Zealand Vs Sri Lanka,New Zealand,14,Ish Sodhi,1,1,0,0,100.00,out,T20I # 1850
308,New Zealand Vs Sri Lanka,New Zealand,16,Tim Southee,4,1,1,0,400.00,out,T20I # 1850
309,New Zealand Vs Sri Lanka,Sri Lanka,1,Pathum Nissanka,0,5,0,0,0.00,out,T20I # 1850
310,New Zealand Vs Sri Lanka,Sri Lanka,3,Kusal Mendis†,4,3,1,0,133.33,out,T20I # 1850
311,New Zealand Vs Sri Lanka,Sri Lanka,5,Dhananjaya de Silva,0,3,0,0,0.00,out,T20I # 1850
312,New Zealand Vs Sri Lanka,Sri Lanka,7,Charith Asalanka,4,8,0,0,50.00,out,T20I # 1850
313,New Zealand Vs Sri Lanka,Sri Lanka,9,Bhanuka Rajapaksa,34,22,3,2,154.54,out,T20I # 1850
314,New Zealand Vs Sri Lanka,Sri Lanka,11,Chamika Karunaratne,3,8,0,0,37.50,out,T20I # 1850
315,New Zealand Vs Sri Lanka,Sri Lanka,13,Dasun Shanaka(c),35,32,4,1,109.37,out,T20I # 1850
316,New Zealand Vs Sri Lanka,Sri Lanka,15,Wanindu Hasaranga,4,6,1,0,66.66,out,T20I # 1850
317,New Zealand Vs Sri Lanka,Sri Lanka,17,Maheesh Theekshana,0,3,0,0,0.00,out,T20I # 1850
318,New Zealand Vs Sri Lanka,Sri Lanka,19,Kasun Rajitha,8,21,0,0,38.09,out,T20I # 1850
319,New Zealand Vs Sri Lanka,Sri Lanka,20,Lahiru Kumara,4,5,1,0,80.00,out,T20I # 1850
320,Zimbabwe Vs Pakistan,Zimbabwe,1,Wessly Madhevere,17,13,3,0,130.76,out,T20I # 1849
321,Zimbabwe Vs Pakistan,Zimbabwe,3,Craig Ervine(c),19,19,2,0,100.00,out,T20I # 1849
322,Zimbabwe Vs Pakistan,Zimbabwe,5,Milton Shumba,8,10,1,0,80.00,out,T20I # 1849
323,Zimbabwe Vs Pakistan,Zimbabwe,7,Sean Williams,31,28,3,0,110.71,out,T20I # 1849
324,Zimbabwe Vs Pakistan,Zimbabwe,9,Sikandar Raza,9,16,1,0,56.25,out,T20I # 1849
325,Zimbabwe Vs Pakistan,Zimbabwe,11,Regis Chakabva†,0,1,0,0,0.00,out,T20I # 1849
326,Zimbabwe Vs Pakistan,Zimbabwe,13,Ryan Burl,10,15,0,0,66.66,out,T20I # 1849
327,Zimbabwe Vs Pakistan,Zimbabwe,14,Luke Jongwe,0,1,0,0,0.00,out,T20I # 1849
328,Zimbabwe Vs Pakistan,Zimbabwe,16,Brad Evans,19,15,0,1,126.66,out,T20I # 1849
329,Zimbabwe Vs Pakistan,Zimbabwe,18,Richard Ngarava,3,2,0,0,150.00,out,T20I # 1849
330,Zimbabwe Vs Pakistan,Pakistan,1,Mohammad Rizwan†,14,16,1,1,87.50,out,T20I # 1849
331,Zimbabwe Vs Pakistan,Pakistan,3,Babar Azam(c),4,9,1,0,44.44,out,T20I # 1849
332,Zimbabwe Vs Pakistan,Pakistan,5,Shan Masood,44,38,3,0,115.78,out,T20I # 1849
333,Zimbabwe Vs Pakistan,Pakistan,7,Iftikhar Ahmed,5,10,1,0,50.00,out,T20I # 1849
334,Zimbabwe Vs Pakistan,Pakistan,9,Shadab Khan,17,14,0,1,121.42,out,T20I # 1849
335,Zimbabwe Vs Pakistan,Pakistan,11,Haider Ali,0,1,0,0,0.00,out,T20I # 1849
336,Zimbabwe Vs Pakistan,Pakistan,13,Mohammad Nawaz,22,18,1,1,122.22,out,T20I # 1849
337,Zimbabwe Vs Pakistan,Pakistan,15,Mohammad Wasim,12,13,2,0,92.30,out,T20I # 1849
338,Zimbabwe Vs Pakistan,Pakistan,16,Shaheen Shah Afridi,1,1,0,0,100.00,out,T20I # 1849
339,India Vs Netherlands,India,1,KL Rahul,9,12,1,0,75.00,out,T20I # 1848
340,India Vs Netherlands,India,3,Rohit Sharma(c),53,39,4,3,135.89,out,T20I # 1848
341,India Vs Netherlands,India,5,Virat Kohli,62,44,3,2,140.90,out,T20I # 1848
342,India Vs Netherlands,India,6,Suryakumar Yadav,51,25,7,1,204.00,out,T20I # 1848
343,India Vs Netherlands,Netherlands,1,Vikramjit Singh,1,9,0,0,11.11,out,T20I # 1848
344,India Vs Netherlands,Netherlands,3,Max O'Dowd,16,10,3,0,160.00,out,T20I # 1848
345,India Vs Netherlands,Netherlands,5,Bas de Leede,16,23,0,0,69.56,out,T20I # 1848
346,India Vs Netherlands,Netherlands,7,Colin Ackermann,17,21,1,0,80.95,out,T20I # 1848
347,India Vs Netherlands,Netherlands,9,Tom Cooper,9,12,0,0,75.00,out,T20I # 1848
348,India Vs Netherlands,Netherlands,11,Scott Edwards(c)†,5,8,0,0,62.50,out,T20I # 1848
349,India Vs Netherlands,Netherlands,13,Tim Pringle,20,15,1,1,133.33,out,T20I # 1848
350,India Vs Netherlands,Netherlands,15,Logan van Beek,3,5,0,0,60.00,out,T20I # 1848
351,India Vs Netherlands,Netherlands,17,Shariz Ahmad,16,11,2,0,145.45,out,T20I # 1848
352,India Vs Netherlands,Netherlands,18,Fred Klaassen,0,1,0,0,0.00,out,T20I # 1848
353,India Vs Netherlands,Netherlands,20,Paul van Meekeren,14,6,3,0,233.33,out,T20I # 1848
354,South Africa Vs Bangladesh,South Africa,1,Temba Bavuma(c),2,6,0,0,33.33,out,T20I # 1847
355,South Africa Vs Bangladesh,South Africa,3,Quinton de Kock†,63,38,7,3,165.78,out,T20I # 1847
356,South Africa Vs Bangladesh,South Africa,5,Rilee Rossouw,109,56,7,8,194.64,out,T20I # 1847
357,South Africa Vs Bangladesh,South Africa,7,Tristan Stubbs,7,7,1,0,100.00,out,T20I # 1847
358,South Africa Vs Bangladesh,South Africa,9,Aiden Markram,10,11,1,0,90.90,out,T20I # 1847
359,South Africa Vs Bangladesh,South Africa,11,David Miller,2,4,0,0,50.00,out,T20I # 1847
360,South Africa Vs Bangladesh,South Africa,12,Wayne Parnell,0,2,0,0,0.00,out,T20I # 1847
361,South Africa Vs Bangladesh,Bangladesh,1,Najmul Hossain Shanto,9,9,1,0,100.00,out,T20I # 1847
362,South Africa Vs Bangladesh,Bangladesh,3,Soumya Sarkar,15,6,0,2,250.00,out,T20I # 1847
363,South Africa Vs Bangladesh,Bangladesh,5,Litton Das,34,31,1,1,109.67,out,T20I # 1847
364,South Africa Vs Bangladesh,Bangladesh,7,Shakib Al Hasan(c),1,4,0,0,25.00,out,T20I # 1847
365,South Africa Vs Bangladesh,Bangladesh,9,Afif Hossain,1,5,0,0,20.00,out,T20I # 1847
366,South Africa Vs Bangladesh,Bangladesh,11,Mehidy Hasan Miraz,11,13,0,0,84.61,out,T20I # 1847
367,South Africa Vs Bangladesh,Bangladesh,13,Mosaddek Hossain,0,3,0,0,0.00,out,T20I # 1847
368,South Africa Vs Bangladesh,Bangladesh,15,Nurul Hasan†,2,6,0,0,33.33,out,T20I # 1847
369,South Africa Vs Bangladesh,Bangladesh,17,Taskin Ahmed,10,17,1,0,58.82,out,T20I # 1847
370,South Africa Vs Bangladesh,Bangladesh,19,Hasan Mahmud,0,2,0,0,0.00,out,T20I # 1847
371,South Africa Vs Bangladesh,Bangladesh,21,Mustafizur Rahman,9,3,0,1,300.00,out,T20I # 1847
372,Ireland Vs England,Ireland,1,Paul Stirling,14,8,1,1,175.00,out,T20I # 1846
373,Ireland Vs England,Ireland,3,Andy Balbirnie(c),62,47,5,2,131.91,out,T20I # 1846
374,Ireland Vs England,Ireland,5,Lorcan Tucker†,34,27,3,1,125.92,out,T20I # 1846
375,Ireland Vs England,Ireland,7,Harry Tector,0,2,0,0,0.00,out,T20I # 1846
376,Ireland Vs England,Ireland,9,Curtis Campher,18,11,3,0,163.63,out,T20I # 1846
377,Ireland Vs England,Ireland,11,George Dockrell,0,1,0,0,0.00,out,T20I # 1846
378,Ireland Vs England,Ireland,13,Gareth Delany,12,10,1,0,120.00,out,T20I # 1846
379,Ireland Vs England,Ireland,14,Mark Adair,4,4,0,0,100.00,out,T20I # 1846
380,Ireland Vs England,Ireland,16,Barry McCarthy,3,3,0,0,100.00,out,T20I # 1846
381,Ireland Vs England,Ireland,18,Fionn Hand,1,2,0,0,50.00,out,T20I # 1846
382,Ireland Vs England,Ireland,20,Josh Little,0,1,0,0,0.00,out,T20I # 1846
383,Ireland Vs England,England,1,Jos Buttler(c)†,0,2,0,0,0.00,out,T20I # 1846
384,Ireland Vs England,England,3,Alex Hales,7,5,1,0,140.00,out,T20I # 1846
385,Ireland Vs England,England,5,Dawid Malan,35,37,2,0,94.59,out,T20I # 1846
386,Ireland Vs England,England,7,Ben Stokes,6,8,0,0,75.00,out,T20I # 1846
387,Ireland Vs England,England,9,Harry Brook,18,21,1,0,85.71,out,T20I # 1846
388,Ireland Vs England,England,11,Moeen Ali,24,12,3,1,200.00,out,T20I # 1846
389,Ireland Vs England,England,12,Liam Livingstone,1,2,0,0,50.00,out,T20I # 1846
390,Sri Lanka Vs Australia,Sri Lanka,1,Pathum Nissanka,40,45,2,0,88.88,out,T20I # 1845
391,Sri Lanka Vs Australia,Sri Lanka,3,Kusal Mendis†,5,6,1,0,83.33,out,T20I # 1845
392,Sri Lanka Vs Australia,Sri Lanka,5,Dhananjaya de Silva,26,23,3,0,113.04,out,T20I # 1845
393,Sri Lanka Vs Australia,Sri Lanka,7,Charith Asalanka,38,25,3,2,152.00,out,T20I # 1845
394,Sri Lanka Vs Australia,Sri Lanka,8,Bhanuka Rajapaksa,7,5,1,0,140.00,out,T20I # 1845
395,Sri Lanka Vs Australia,Sri Lanka,10,Dasun Shanaka(c),3,5,0,0,60.00,out,T20I # 1845
396,Sri Lanka Vs Australia,Sri Lanka,12,Wanindu Hasaranga,1,4,0,0,25.00,out,T20I # 1845
397,Sri Lanka Vs Australia,Sri Lanka,14,Chamika Karunaratne,14,7,2,0,200.00,out,T20I # 1845
398,Sri Lanka Vs Australia,Australia,1,David Warner,11,10,0,0,110.00,out,T20I # 1845
399,Sri Lanka Vs Australia,Australia,3,Aaron Finch(c),31,42,0,1,73.80,out,T20I # 1845
400,Sri Lanka Vs Australia,Australia,4,Mitchell Marsh,17,17,1,1,100.00,out,T20I # 1845
401,Sri Lanka Vs Australia,Australia,6,Glenn Maxwell,23,12,2,2,191.66,out,T20I # 1845
402,Sri Lanka Vs Australia,Australia,8,Marcus Stoinis,59,18,4,6,327.77,out,T20I # 1845
403,Zimbabwe Vs South Africa,Zimbabwe,1,Regis Chakabva†,8,8,0,1,100.00,out,T20I # 1844
404,Zimbabwe Vs South Africa,Zimbabwe,3,Craig Ervine(c),2,6,0,0,33.33,out,T20I # 1844
405,Zimbabwe Vs South Africa,Zimbabwe,5,Sean Williams,1,1,0,0,100.00,out,T20I # 1844
406,Zimbabwe Vs South Africa,Zimbabwe,7,Sikandar Raza,0,2,0,0,0.00,out,T20I # 1844
407,Zimbabwe Vs South Africa,Zimbabwe,9,Wessly Madhevere,35,18,4,1,194.44,out,T20I # 1844
408,Zimbabwe Vs South Africa,Zimbabwe,10,Milton Shumba,18,20,2,0,90.00,out,T20I # 1844
409,Zimbabwe Vs South Africa,South Africa,1,Quinton de Kock†,47,18,8,1,261.11,out,T20I # 1844
410,Zimbabwe Vs South Africa,South Africa,2,Temba Bavuma(c),2,2,0,0,100.00,out,T20I # 1844
411,Bangladesh Vs Netherlands,Bangladesh,1,Najmul Hossain Shanto,25,20,4,0,125.00,out,T20I # 1843
412,Bangladesh Vs Netherlands,Bangladesh,3,Soumya Sarkar,14,14,2,0,100.00,out,T20I # 1843
413,Bangladesh Vs Netherlands,Bangladesh,5,Litton Das,9,11,0,0,81.81,out,T20I # 1843
414,Bangladesh Vs Netherlands,Bangladesh,7,Shakib Al Hasan(c),7,9,0,0,77.77,out,T20I # 1843
415,Bangladesh Vs Netherlands,Bangladesh,9,Afif Hossain,38,27,2,2,140.74,out,T20I # 1843
416,Bangladesh Vs Netherlands,Bangladesh,11,Yasir Ali,3,5,0,0,60.00,out,T20I # 1843
417,Bangladesh Vs Netherlands,Bangladesh,13,Nurul Hasan†,13,18,0,0,72.22,out,T20I # 1843
418,Bangladesh Vs Netherlands,Bangladesh,15,Mosaddek Hossain,20,12,2,1,166.66,out,T20I # 1843
419,Bangladesh Vs Netherlands,Bangladesh,16,Taskin Ahmed,0,1,0,0,0.00,out,T20I # 1843
420,Bangladesh Vs Netherlands,Bangladesh,18,Hasan Mahmud,0,3,0,0,0.00,out,T20I # 1843
421,Bangladesh Vs Netherlands,Netherlands,1,Vikramjit Singh,0,1,0,0,0.00,out,T20I # 1843
422,Bangladesh Vs Netherlands,Netherlands,3,Max O'Dowd,8,8,0,1,100.00,out,T20I # 1843
423,Bangladesh Vs Netherlands,Netherlands,5,Bas de Leede,0,1,0,0,0.00,out,T20I # 1843
424,Bangladesh Vs Netherlands,Netherlands,7,Colin Ackermann,62,48,6,2,129.16,out,T20I # 1843
425,Bangladesh Vs Netherlands,Netherlands,9,Tom Cooper,0,0,0,0,-,out,T20I # 1843
426,Bangladesh Vs Netherlands,Netherlands,11,Scott Edwards(c)†,16,24,1,0,66.66,out,T20I # 1843
427,Bangladesh Vs Netherlands,Netherlands,13,Tim Pringle,1,6,0,0,16.66,out,T20I # 1843
428,Bangladesh Vs Netherlands,Netherlands,15,Logan van Beek,2,5,0,0,40.00,out,T20I # 1843
429,Bangladesh Vs Netherlands,Netherlands,17,Shariz Ahmad,9,8,1,0,112.50,out,T20I # 1843
430,Bangladesh Vs Netherlands,Netherlands,19,Fred Klaassen,7,6,0,0,116.66,out,T20I # 1843
431,Bangladesh Vs Netherlands,Netherlands,20,Paul van Meekeren,24,14,3,1,171.42,out,T20I # 1843
432,Pakistan Vs India,Pakistan,1,Mohammad Rizwan†,4,12,1,0,33.33,out,T20I # 1842
433,Pakistan Vs India,Pakistan,3,Babar Azam(c),0,1,0,0,0.00,out,T20I # 1842
434,Pakistan Vs India,Pakistan,5,Shan Masood,52,42,5,0,123.80,out,T20I # 1842
435,Pakistan Vs India,Pakistan,6,Iftikhar Ahmed,51,34,2,4,150.00,out,T20I # 1842
436,Pakistan Vs India,Pakistan,8,Shadab Khan,5,6,1,0,83.33,out,T20I # 1842
437,Pakistan Vs India,Pakistan,10,Haider Ali,2,4,0,0,50.00,out,T20I # 1842
438,Pakistan Vs India,Pakistan,12,Mohammad Nawaz,9,6,2,0,150.00,out,T20I # 1842
439,Pakistan Vs India,Pakistan,14,Asif Ali,2,3,0,0,66.66,out,T20I # 1842
440,Pakistan Vs India,Pakistan,16,Shaheen Shah Afridi,16,8,1,1,200.00,out,T20I # 1842
441,Pakistan Vs India,Pakistan,18,Haris Rauf,6,4,0,1,150.00,out,T20I # 1842
442,Pakistan Vs India,India,1,KL Rahul,4,8,0,0,50.00,out,T20I # 1842
443,Pakistan Vs India,India,3,Rohit Sharma(c),4,7,0,0,57.14,out,T20I # 1842
444,Pakistan Vs India,India,5,Virat Kohli,82,53,6,4,154.71,out,T20I # 1842
445,Pakistan Vs India,India,6,Suryakumar Yadav,15,10,2,0,150.00,out,T20I # 1842
446,Pakistan Vs India,India,8,Axar Patel,2,3,0,0,66.66,out,T20I # 1842
447,Pakistan Vs India,India,10,Hardik Pandya,40,37,1,2,108.10,out,T20I # 1842
448,Pakistan Vs India,India,12,Dinesh Karthik†,1,2,0,0,50.00,out,T20I # 1842
449,Pakistan Vs India,India,14,Ravichandran Ashwin,1,1,0,0,100.00,out,T20I # 1842
450,Ireland Vs Sri Lanka,Ireland,1,Paul Stirling,34,25,4,1,136.00,out,T20I # 1841
451,Ireland Vs Sri Lanka,Ireland,3,Andy Balbirnie(c),1,5,0,0,20.00,out,T20I # 1841
452,Ireland Vs Sri Lanka,Ireland,5,Lorcan Tucker†,10,11,1,0,90.90,out,T20I # 1841
453,Ireland Vs Sri Lanka,Ireland,7,Harry Tector,45,42,2,1,107.14,out,T20I # 1841
454,Ireland Vs Sri Lanka,Ireland,9,Curtis Campher,2,4,0,0,50.00,out,T20I # 1841
455,Ireland Vs Sri Lanka,Ireland,11,George Dockrell,14,16,0,0,87.50,out,T20I # 1841
456,Ireland Vs Sri Lanka,Ireland,13,Gareth Delany,9,6,1,0,150.00,out,T20I # 1841
457,Ireland Vs Sri Lanka,Ireland,15,Mark Adair,0,1,0,0,0.00,out,T20I # 1841
458,Ireland Vs Sri Lanka,Ireland,17,Simi Singh,7,8,1,0,87.50,out,T20I # 1841
459,Ireland Vs Sri Lanka,Ireland,18,Barry McCarthy,2,2,0,0,100.00,out,T20I # 1841
460,Ireland Vs Sri Lanka,Sri Lanka,1,Kusal Mendis†,68,43,5,3,158.13,out,T20I # 1841
461,Ireland Vs Sri Lanka,Sri Lanka,2,Dhananjaya de Silva,31,25,2,1,124.00,out,T20I # 1841
462,Ireland Vs Sri Lanka,Sri Lanka,4,Charith Asalanka,31,22,2,0,140.90,out,T20I # 1841
463,Afghanistan Vs England,Afghanistan,1,Hazratullah Zazai,7,17,1,0,41.17,out,T20I # 1840
464,Afghanistan Vs England,Afghanistan,3,Rahmanullah Gurbaz†,10,9,0,1,111.11,out,T20I # 1840
465,Afghanistan Vs England,Afghanistan,5,Ibrahim Zadran,32,32,3,1,100.00,out,T20I # 1840
466,Afghanistan Vs England,Afghanistan,7,Usman Ghani,30,30,3,0,100.00,out,T20I # 1840
467,Afghanistan Vs England,Afghanistan,9,Najibullah Zadran,13,11,0,1,118.18,out,T20I # 1840
468,Afghanistan Vs England,Afghanistan,11,Mohammad Nabi(c),3,5,0,0,60.00,out,T20I # 1840
469,Afghanistan Vs England,Afghanistan,13,Azmatullah Omarzai,8,6,1,0,133.33,out,T20I # 1840
470,Afghanistan Vs England,Afghanistan,15,Rashid Khan,0,1,0,0,0.00,out,T20I # 1840
471,Afghanistan Vs England,Afghanistan,17,Mujeeb Ur Rahman,0,1,0,0,0.00,out,T20I # 1840
472,Afghanistan Vs England,Afghanistan,19,Fareed Ahmad,2,4,0,0,50.00,out,T20I # 1840
473,Afghanistan Vs England,Afghanistan,20,Fazalhaq Farooqi,0,2,0,0,0.00,out,T20I # 1840
474,Afghanistan Vs England,England,1,Jos Buttler(c)†,18,18,3,0,100.00,out,T20I # 1840
475,Afghanistan Vs England,England,3,Alex Hales,19,20,0,1,95.00,out,T20I # 1840
476,Afghanistan Vs England,England,5,Dawid Malan,18,30,0,0,60.00,out,T20I # 1840
477,Afghanistan Vs England,England,7,Ben Stokes,2,4,0,0,50.00,out,T20I # 1840
478,Afghanistan Vs England,England,9,Liam Livingstone,29,21,3,0,138.09,out,T20I # 1840
479,Afghanistan Vs England,England,10,Harry Brook,7,6,0,0,116.66,out,T20I # 1840
480,Afghanistan Vs England,England,12,Moeen Ali,8,10,0,0,80.00,out,T20I # 1840
481,New Zealand Vs Australia,New Zealand,1,Finn Allen,42,16,5,3,262.50,out,T20I # 1839
482,New Zealand Vs Australia,New Zealand,3,Devon Conway†,92,58,7,2,158.62,out,T20I # 1839
483,New Zealand Vs Australia,New Zealand,4,Kane Williamson(c),23,23,1,1,100.00,out,T20I # 1839
484,New Zealand Vs Australia,New Zealand,6,Glenn Phillips,12,10,2,0,120.00,out,T20I # 1839
485,New Zealand Vs Australia,New Zealand,8,James Neesham,26,13,0,2,200.00,out,T20I # 1839
486,New Zealand Vs Australia,Australia,1,David Warner,5,6,1,0,83.33,out,T20I # 1839
487,New Zealand Vs Australia,Australia,3,Aaron Finch(c),13,11,1,1,118.18,out,T20I # 1839
488,New Zealand Vs Australia,Australia,5,Mitchell Marsh,16,12,2,1,133.33,out,T20I # 1839
489,New Zealand Vs Australia,Australia,7,Glenn Maxwell,28,20,3,1,140.00,out,T20I # 1839
490,New Zealand Vs Australia,Australia,9,Marcus Stoinis,7,14,0,0,50.00,out,T20I # 1839
491,New Zealand Vs Australia,Australia,11,Tim David,11,8,0,1,137.50,out,T20I # 1839
492,New Zealand Vs Australia,Australia,13,Matthew Wade†,2,4,0,0,50.00,out,T20I # 1839
493,New Zealand Vs Australia,Australia,15,Pat Cummins,21,18,2,1,116.66,out,T20I # 1839
494,New Zealand Vs Australia,Australia,17,Mitchell Starc,4,7,0,0,57.14,out,T20I # 1839
495,New Zealand Vs Australia,Australia,19,Adam Zampa,0,2,0,0,0.00,out,T20I # 1839
496,New Zealand Vs Australia,Australia,21,Josh Hazlewood,1,1,0,0,100.00,out,T20I # 1839
497,Scotland Vs Zimbabwe,Scotland,1,George Munsey,54,51,7,0,105.88,out,T20I # 1838
498,Scotland Vs Zimbabwe,Scotland,3,Michael Jones,4,5,1,0,80.00,out,T20I # 1838
499,Scotland Vs Zimbabwe,Scotland,5,Matthew Cross†,1,7,0,0,14.28,out,T20I # 1838
500,Scotland Vs Zimbabwe,Scotland,7,Richie Berrington(c),13,15,0,0,86.66,out,T20I # 1838
501,Scotland Vs Zimbabwe,Scotland,9,Calum MacLeod,25,26,1,0,96.15,out,T20I # 1838
502,Scotland Vs Zimbabwe,Scotland,11,Michael Leask,12,9,2,0,133.33,out,T20I # 1838
503,Scotland Vs Zimbabwe,Scotland,13,Chris Greaves,3,7,0,0,42.85,out,T20I # 1838
504,Scotland Vs Zimbabwe,Scotland,14,Josh Davey,4,3,0,0,133.33,out,T20I # 1838
505,Scotland Vs Zimbabwe,Zimbabwe,1,Regis Chakabva†,4,3,1,0,133.33,out,T20I # 1838
506,Scotland Vs Zimbabwe,Zimbabwe,3,Craig Ervine(c),58,54,6,0,107.40,out,T20I # 1838
507,Scotland Vs Zimbabwe,Zimbabwe,5,Wessly Madhevere,0,5,0,0,0.00,out,T20I # 1838
508,Scotland Vs Zimbabwe,Zimbabwe,7,Sean Williams,7,12,0,0,58.33,out,T20I # 1838
509,Scotland Vs Zimbabwe,Zimbabwe,9,Sikandar Raza,40,23,3,2,173.91,out,T20I # 1838
510,Scotland Vs Zimbabwe,Zimbabwe,11,Milton Shumba,11,11,0,0,100.00,out,T20I # 1838
511,Scotland Vs Zimbabwe,Zimbabwe,12,Ryan Burl,9,5,1,0,180.00,out,T20I # 1838
512,West Indies Vs Ireland,West Indies,1,Kyle Mayers,1,5,0,0,20.00,out,T20I # 1837
