Unnamed: 0,match,bowlingTeam,bowlerName,overs,maiden,runs,wickets,economy,0s,4s,6s,wides,noBalls,match_id
234,Zimbabwe Vs Pakistan,Zimbabwe,Luke Jongwe,1.0,0,10,1,10.0,2,2,0,0,0,T20I # 1849
235,Zimbabwe Vs Pakistan,Zimbabwe,Sean Williams,2.0,0,15,0,7.5,1,0,0,1,0,T20I # 1849
236,Zimbabwe Vs Pakistan,Zimbabwe,Ryan Burl,1.0,0,7,0,7.0,0,0,0,0,0,T20I # 1849
237,India Vs Netherlands,Netherlands,Fred Klaassen,4.0,0,33,1,8.25,9,2,1,2,0,T20I # 1848
238,India Vs Netherlands,Netherlands,Tim Pringle,4.0,0,30,0,7.5,6,3,0,0,0,T20I # 1848
239,India Vs Netherlands,Netherlands,Paul van Meekeren,4.0,0,32,1,8.0,9,3,1,0,0,T20I # 1848
240,India Vs Netherlands,Netherlands,Bas de Leede,3.0,0,33,0,11.0,6,5,1,1,0,T20I # 1848
241,India Vs Netherlands,Netherlands,Logan van Beek,4.0,0,45,0,11.25,3,2,3,0,0,T20I # 1848
242,India Vs Netherlands,Netherlands,Shariz Ahmad,1.0,0,5,0,5.0,2,0,0,0,0,T20I # 1848
243,India Vs Netherlands,India,Bhuvneshwar Kumar,3.0,2,9,2,3.0,14,1,0,0,0,T20I # 1848
244,India Vs Netherlands,India,Arshdeep Singh,4.0,0,37,2,9.25,9,6,0,1,1,T20I # 1848
245,India Vs Netherlands,India,Mohammed Shami,4.0,0,27,1,6.75,10,2,0,0,0,T20I # 1848
246,India Vs Netherlands,India,Axar Patel,4.0,0,18,2,4.5,11,0,0,0,0,T20I # 1848
247,India Vs Netherlands,India,Hardik Pandya,1.0,0,9,0,9.0,1,0,0,1,0,T20I # 1848
248,India Vs Netherlands,India,Ravichandran Ashwin,4.0,0,21,2,5.25,13,1,1,1,0,T20I # 1848
249,South Africa Vs Bangladesh,Bangladesh,Taskin Ahmed,3.0,0,46,1,15.33,7,6,2,0,3,T20I # 1847
250,South Africa Vs Bangladesh,Bangladesh,Mehidy Hasan Miraz,3.0,0,32,0,10.66,4,2,2,0,0,T20I # 1847
251,South Africa Vs Bangladesh,Bangladesh,Hasan Mahmud,4.0,0,36,1,9.0,11,3,2,2,0,T20I # 1847
252,South Africa Vs Bangladesh,Bangladesh,Mustafizur Rahman,4.0,0,25,0,6.25,7,1,1,0,0,T20I # 1847
253,South Africa Vs Bangladesh,Bangladesh,Mosaddek Hossain,2.0,0,16,0,8.0,5,1,1,0,0,T20I # 1847
254,South Africa Vs Bangladesh,Bangladesh,Shakib Al Hasan,3.0,0,33,2,11.0,7,1,3,0,1,T20I # 1847
255,South Africa Vs Bangladesh,Bangladesh,Afif Hossain,1.0,0,11,1,11.0,1,2,0,0,0,T20I # 1847
256,South Africa Vs Bangladesh,South Africa,Kagiso Rabada,3.0,0,24,1,8.0,8,1,2,1,0,T20I # 1847
257,South Africa Vs Bangladesh,South Africa,Wayne Parnell,2.0,0,18,0,9.0,3,0,1,1,0,T20I # 1847
258,South Africa Vs Bangladesh,South Africa,Anrich Nortje,3.3,0,10,4,2.85,16,1,0,0,0,T20I # 1847
259,South Africa Vs Bangladesh,South Africa,Keshav Maharaj,4.0,0,24,1,6.0,6,1,0,0,0,T20I # 1847
260,South Africa Vs Bangladesh,South Africa,Tabraiz Shamsi,4.0,0,20,3,5.0,12,0,1,2,0,T20I # 1847
261,Ireland Vs England,England,Ben Stokes,2.2,0,8,1,3.42,7,0,0,0,0,T20I # 1846
262,Ireland Vs England,England,Chris Woakes,3.0,0,41,0,13.66,4,6,1,2,0,T20I # 1846
263,Ireland Vs England,England,Mark Wood,4.0,0,34,3,8.5,13,4,1,2,0,T20I # 1846
264,Ireland Vs England,England,Sam Curran,3.0,0,31,2,10.33,7,1,2,0,0,T20I # 1846
265,Ireland Vs England,England,Adil Rashid,4.0,0,24,0,6.0,6,1,0,0,0,T20I # 1846
266,Ireland Vs England,England,Liam Livingstone,3.0,0,17,3,5.66,5,1,0,0,0,T20I # 1846
267,Ireland Vs England,Ireland,Josh Little,3.0,0,16,2,5.33,11,2,0,2,0,T20I # 1846
268,Ireland Vs England,Ireland,Mark Adair,2.0,0,10,0,5.0,5,0,0,0,0,T20I # 1846
269,Ireland Vs England,Ireland,Barry McCarthy,3.0,0,20,1,6.66,7,1,0,3,0,T20I # 1846
270,Ireland Vs England,Ireland,Fionn Hand,2.0,0,17,1,8.5,6,1,0,4,0,T20I # 1846
271,Ireland Vs England,Ireland,Gareth Delany,3.3,0,33,0,9.42,5,3,1,1,0,T20I # 1846
272,Ireland Vs England,Ireland,George Dockrell,1.0,0,5,1,5.0,2,0,0,0,0,T20I # 1846
273,Sri Lanka Vs Australia,Australia,Josh Hazlewood,4.0,0,26,1,6.5,13,3,0,3,0,T20I # 1845
274,Sri Lanka Vs Australia,Australia,Pat Cummins,4.0,0,36,1,9.0,12,5,1,2,0,T20I # 1845
275,Sri Lanka Vs Australia,Australia,Mitchell Starc,4.0,0,23,1,5.75,13,1,0,1,0,T20I # 1845
276,Sri Lanka Vs Australia,Australia,Ashton Agar,4.0,0,25,1,6.25,8,1,0,1,0,T20I # 1845
277,Sri Lanka Vs Australia,Australia,Marcus Stoinis,2.0,0,17,0,8.5,1,1,0,1,0,T20I # 1845
278,Sri Lanka Vs Australia,Australia,Mitchell Marsh,1.0,0,14,0,14.0,1,1,1,0,0,T20I # 1845
279,Sri Lanka Vs Australia,Australia,Glenn Maxwell,1.0,0,5,1,5.0,2,0,0,0,0,T20I # 1845
280,Sri Lanka Vs Australia,Sri Lanka,Binura Fernando,0.5,0,5,0,6.0,2,0,0,0,0,T20I # 1845
281,Sri Lanka Vs Australia,Sri Lanka,Dhananjaya de Silva,2.1,0,18,1,8.3,4,1,1,0,0,T20I # 1845
282,Sri Lanka Vs Australia,Sri Lanka,Lahiru Kumara,3.3,0,22,0,6.28,15,0,1,3,0,T20I # 1845
283,Sri Lanka Vs Australia,Sri Lanka,Chamika Karunaratne,3.0,0,20,1,6.66,6,1,0,1,0,T20I # 1845
284,Sri Lanka Vs Australia,Sri Lanka,Maheesh Theekshana,3.0,0,23,1,7.66,11,0,3,1,0,T20I # 1845
285,Sri Lanka Vs Australia,Sri Lanka,Wanindu Hasaranga,3.0,0,53,0,17.66,0,3,5,0,0,T20I # 1845
286,Sri Lanka Vs Australia,Sri Lanka,Dasun Shanaka,1.0,0,10,0,10.0,2,2,0,0,0,T20I # 1845
287,Zimbabwe Vs South Africa,South Africa,Kagiso Rabada,2.0,0,20,0,10.0,4,2,1,0,0,T20I # 1844
288,Zimbabwe Vs South Africa,South Africa,Wayne Parnell,2.0,0,6,1,3.0,9,1,0,0,0,T20I # 1844
289,Zimbabwe Vs South Africa,South Africa,Lungi Ngidi,2.0,0,20,2,10.0,6,2,1,2,0,T20I # 1844
290,Zimbabwe Vs South Africa,South Africa,Keshav Maharaj,1.0,0,10,0,10.0,1,1,0,0,0,T20I # 1844
291,Zimbabwe Vs South Africa,South Africa,Anrich Nortje,2.0,0,10,1,5.0,5,0,0,0,0,T20I # 1844
292,Zimbabwe Vs South Africa,Zimbabwe,Tendai Chatara,1.0,0,23,0,23.0,0,4,1,0,0,T20I # 1844
293,Zimbabwe Vs South Africa,Zimbabwe,Richard Ngarava,1.0,0,17,0,17.0,2,4,0,0,1,T20I # 1844
294,Zimbabwe Vs South Africa,Zimbabwe,Sikandar Raza,1.0,0,11,0,11.0,1,0,0,0,1,T20I # 1844
295,Bangladesh Vs Netherlands,Netherlands,Fred Klaassen,4.0,0,33,1,8.25,10,5,0,3,0,T20I # 1843
296,Bangladesh Vs Netherlands,Netherlands,Colin Ackermann,1.0,0,4,0,4.0,2,0,0,0,0,T20I # 1843
297,Bangladesh Vs Netherlands,Netherlands,Paul van Meekeren,4.0,0,21,2,5.25,10,1,0,0,0,T20I # 1843
298,Bangladesh Vs Netherlands,Netherlands,Bas de Leede,3.0,0,29,2,9.66,9,3,1,3,0,T20I # 1843
299,Bangladesh Vs Netherlands,Netherlands,Tim Pringle,2.0,0,10,1,5.0,4,0,0,0,0,T20I # 1843
300,Bangladesh Vs Netherlands,Netherlands,Shariz Ahmad,3.0,0,27,1,9.0,5,1,2,0,0,T20I # 1843
301,Bangladesh Vs Netherlands,Netherlands,Logan van Beek,3.0,0,12,1,4.0,7,0,0,1,0,T20I # 1843
302,Bangladesh Vs Netherlands,Bangladesh,Taskin Ahmed,4.0,0,25,4,6.25,16,5,0,0,0,T20I # 1843
303,Bangladesh Vs Netherlands,Bangladesh,Hasan Mahmud,4.0,1,15,2,3.75,16,2,0,0,0,T20I # 1843
304,Bangladesh Vs Netherlands,Bangladesh,Shakib Al Hasan,4.0,0,32,1,8.0,6,0,2,1,0,T20I # 1843
305,Bangladesh Vs Netherlands,Bangladesh,Mustafizur Rahman,4.0,0,20,0,5.0,14,2,0,2,0,T20I # 1843
306,Bangladesh Vs Netherlands,Bangladesh,Soumya Sarkar,3.0,0,29,1,9.66,5,2,1,1,0,T20I # 1843
307,Bangladesh Vs Netherlands,Bangladesh,Mosaddek Hossain,1.0,0,14,0,14.0,0,0,1,0,1,T20I # 1843
308,Pakistan Vs India,India,Bhuvneshwar Kumar,4.0,0,22,1,5.5,17,1,1,3,0,T20I # 1842
309,Pakistan Vs India,India,Arshdeep Singh,4.0,0,32,3,8.0,10,3,1,1,0,T20I # 1842
310,Pakistan Vs India,India,Mohammed Shami,4.0,0,25,1,6.25,14,4,0,1,0,T20I # 1842
311,Pakistan Vs India,India,Hardik Pandya,4.0,0,30,3,7.5,10,4,0,0,0,T20I # 1842
312,Pakistan Vs India,India,Ravichandran Ashwin,3.0,0,23,0,7.66,5,0,1,1,0,T20I # 1842
313,Pakistan Vs India,India,Axar Patel,1.0,0,21,0,21.0,2,0,3,0,0,T20I # 1842
314,Pakistan Vs India,Pakistan,Shaheen Shah Afridi,4.0,0,34,0,8.5,7,4,0,1,0,T20I # 1842
315,Pakistan Vs India,Pakistan,Naseem Shah,4.0,0,23,1,5.75,10,1,0,0,0,T20I # 1842
316,Pakistan Vs India,Pakistan,Haris Rauf,4.0,0,36,2,9.0,11,2,2,1,0,T20I # 1842
317,Pakistan Vs India,Pakistan,Shadab Khan,4.0,0,21,0,5.25,10,2,0,0,0,T20I # 1842
318,Pakistan Vs India,Pakistan,Mohammad Nawaz,4.0,0,42,2,10.5,8,0,4,2,1,T20I # 1842
319,Ireland Vs Sri Lanka,Sri Lanka,Binura Fernando,4.0,0,27,1,6.75,10,3,0,1,0,T20I # 1841
320,Ireland Vs Sri Lanka,Sri Lanka,Lahiru Kumara,2.0,0,12,1,6.0,6,2,0,0,0,T20I # 1841
321,Ireland Vs Sri Lanka,Sri Lanka,Maheesh Theekshana,4.0,0,19,2,4.75,8,1,0,0,0,T20I # 1841
322,Ireland Vs Sri Lanka,Sri Lanka,Chamika Karunaratne,4.0,0,29,1,7.25,7,2,1,0,0,T20I # 1841
323,Ireland Vs Sri Lanka,Sri Lanka,Wanindu Hasaranga,4.0,0,25,2,6.25,6,0,1,0,0,T20I # 1841
324,Ireland Vs Sri Lanka,Sri Lanka,Dhananjaya de Silva,2.0,0,13,1,6.5,3,1,0,0,0,T20I # 1841
325,Ireland Vs Sri Lanka,Ireland,Josh Little,4.0,0,45,0,11.25,5,4,1,1,0,T20I # 1841
326,Ireland Vs Sri Lanka,Ireland,Mark Adair,2.0,0,16,0,8.0,2,1,0,0,0,T20I # 1841
327,Ireland Vs Sri Lanka,Ireland,Barry McCarthy,2.0,0,16,0,8.0,4,0,1,0,0,T20I # 1841
328,Ireland Vs Sri Lanka,Ireland,Gareth Delany,4.0,0,28,1,7.0,8,3,0,2,0,T20I # 1841
329,Ireland Vs Sri Lanka,Ireland,Curtis Campher,1.0,0,8,0,8.0,2,1,0,0,0,T20I # 1841
330,Ireland Vs Sri Lanka,Ireland,Simi Singh,2.0,0,20,0,10.0,3,0,2,0,0,T20I # 1841
331,Afghanistan Vs England,England,Ben Stokes,4.0,0,19,2,4.75,14,2,0,1,0,T20I # 1840
332,Afghanistan Vs England,England,Chris Woakes,4.0,0,24,1,6.0,15,2,1,1,0,T20I # 1840
333,Afghanistan Vs England,England,Mark Wood,4.0,0,23,2,5.75,14,2,1,0,0,T20I # 1840
334,Afghanistan Vs England,England,Sam Curran,3.4,0,10,5,2.72,16,1,0,1,0,T20I # 1840
335,Afghanistan Vs England,England,Adil Rashid,4.0,0,32,0,8.0,4,1,1,0,0,T20I # 1840
336,Afghanistan Vs England,Afghanistan,Fazalhaq Farooqi,4.0,0,24,1,6.0,15,2,1,3,0,T20I # 1840
337,Afghanistan Vs England,Afghanistan,Azmatullah Omarzai,1.1,0,11,0,9.42,2,1,0,3,0,T20I # 1840
338,Afghanistan Vs England,Afghanistan,Mujeeb Ur Rahman,4.0,0,22,1,5.5,10,1,0,0,0,T20I # 1840
339,Afghanistan Vs England,Afghanistan,Rashid Khan,4.0,0,17,1,4.25,10,0,0,0,0,T20I # 1840
340,Afghanistan Vs England,Afghanistan,Fareed Ahmad,2.0,0,23,1,11.5,2,2,0,1,0,T20I # 1840
341,Afghanistan Vs England,Afghanistan,Mohammad Nabi,3.0,0,16,1,5.33,6,0,0,0,0,T20I # 1840
342,New Zealand Vs Australia,Australia,Mitchell Starc,4.0,0,36,0,9.0,5,3,1,0,0,T20I # 1839
343,New Zealand Vs Australia,Australia,Josh Hazlewood,4.0,0,41,2,10.25,8,5,1,1,0,T20I # 1839
344,New Zealand Vs Australia,Australia,Pat Cummins,4.0,0,46,0,11.5,8,4,2,2,0,T20I # 1839
345,New Zealand Vs Australia,Australia,Marcus Stoinis,4.0,0,38,0,9.5,3,1,2,1,0,T20I # 1839
346,New Zealand Vs Australia,Australia,Adam Zampa,4.0,0,39,1,9.75,4,2,2,1,0,T20I # 1839
347,New Zealand Vs Australia,New Zealand,Trent Boult,4.0,0,24,2,6.0,13,2,1,1,0,T20I # 1839
348,New Zealand Vs Australia,New Zealand,Tim Southee,2.1,0,6,3,2.76,10,1,0,0,0,T20I # 1839
349,New Zealand Vs Australia,New Zealand,Mitchell Santner,4.0,0,31,3,7.75,10,2,2,0,0,T20I # 1839
350,New Zealand Vs Australia,New Zealand,Lockie Ferguson,3.0,0,20,1,6.66,9,2,1,0,0,T20I # 1839
351,New Zealand Vs Australia,New Zealand,Ish Sodhi,4.0,0,29,1,7.25,8,2,1,1,0,T20I # 1839
352,Scotland Vs Zimbabwe,Zimbabwe,Tendai Chatara,4.0,1,14,2,3.5,14,1,0,0,0,T20I # 1838
353,Scotland Vs Zimbabwe,Zimbabwe,Richard Ngarava,4.0,0,28,2,7.0,12,4,0,1,1,T20I # 1838
354,Scotland Vs Zimbabwe,Zimbabwe,Blessing Muzarabani,4.0,0,34,1,8.5,9,5,0,0,2,T20I # 1838
355,Scotland Vs Zimbabwe,Zimbabwe,Sean Williams,3.0,0,19,0,6.33,4,1,0,0,0,T20I # 1838
356,Scotland Vs Zimbabwe,Zimbabwe,Sikandar Raza,4.0,0,20,1,5.0,10,0,0,2,0,T20I # 1838
357,Scotland Vs Zimbabwe,Zimbabwe,Wessly Madhevere,1.0,0,7,0,7.0,1,0,0,0,0,T20I # 1838
358,Scotland Vs Zimbabwe,Scotland,Brad Wheal,4.0,0,26,1,6.5,12,4,0,0,0,T20I # 1838
359,Scotland Vs Zimbabwe,Scotland,Josh Davey,3.0,0,16,2,5.33,8,1,0,0,1,T20I # 1838
360,Scotland Vs Zimbabwe,Scotland,Safyaan Sharif,2.3,0,23,0,9.2,4,3,0,0,1,T20I # 1838
361,Scotland Vs Zimbabwe,Scotland,Mark Watt,4.0,0,19,1,4.75,9,1,0,0,0,T20I # 1838
362,Scotland Vs Zimbabwe,Scotland,Michael Leask,4.0,0,36,1,9.0,4,2,1,0,0,T20I # 1838
363,Scotland Vs Zimbabwe,Scotland,Calum MacLeod,1.0,0,11,0,11.0,0,0,1,0,0,T20I # 1838
364,West Indies Vs Ireland,Ireland,Josh Little,4.0,0,31,0,7.75,8,1,2,1,0,T20I # 1837
365,West Indies Vs Ireland,Ireland,Mark Adair,4.0,0,26,0,6.5,12,1,1,4,0,T20I # 1837
366,West Indies Vs Ireland,Ireland,Barry McCarthy,4.0,0,33,1,8.25,9,3,1,1,0,T20I # 1837
367,West Indies Vs Ireland,Ireland,Curtis Campher,2.0,0,28,0,14.0,2,4,1,0,0,T20I # 1837
368,West Indies Vs Ireland,Ireland,Simi Singh,2.0,0,11,1,5.5,4,1,0,0,0,T20I # 1837
369,West Indies Vs Ireland,Ireland,Gareth Delany,4.0,0,16,3,4.0,12,1,0,1,0,T20I # 1837
370,West Indies Vs Ireland,West Indies,Obed McCoy,3.3,0,27,0,7.71,11,2,2,0,0,T20I # 1837
371,West Indies Vs Ireland,West Indies,Akeal Hosein,4.0,0,38,1,9.5,5,2,2,0,0,T20I # 1837
372,West Indies Vs Ireland,West Indies,Alzarri Joseph,4.0,0,39,0,9.75,9,3,2,1,0,T20I # 1837
373,West Indies Vs Ireland,West Indies,Odean Smith,2.0,0,23,0,11.5,4,3,1,0,1,T20I # 1837
374,West Indies Vs Ireland,West Indies,Jason Holder,4.0,0,23,0,5.75,7,1,0,0,0,T20I # 1837
375,United Arab Emirates Vs Namibia,Namibia,Ruben Trumpelmann,4.0,0,22,0,5.5,10,0,0,3,0,
376,United Arab Emirates Vs Namibia,Namibia,David Wiese,4.0,0,27,1,6.75,12,2,1,1,0,
377,United Arab Emirates Vs Namibia,Namibia,Bernard Scholtz,4.0,0,22,1,5.5,11,1,1,0,0,
378,United Arab Emirates Vs Namibia,Namibia,JJ Smit,4.0,0,39,0,9.75,11,2,3,0,0,
379,United Arab Emirates Vs Namibia,Namibia,Jan Frylinck,3.0,0,30,0,10.0,3,2,1,1,0,
380,United Arab Emirates Vs Namibia,Namibia,Ben Shikongo,1.0,0,8,1,8.0,1,1,0,0,0,
381,United Arab Emirates Vs Namibia,United Arab Emirates,Basil Hameed,3.0,0,17,2,5.66,10,2,0,0,0,
382,United Arab Emirates Vs Namibia,United Arab Emirates,Junaid Siddique,4.0,0,35,1,8.75,8,3,1,2,0,
383,United Arab Emirates Vs Namibia,United Arab Emirates,Zahoor Khan,4.0,0,20,2,5.0,15,1,0,2,2,
384,United Arab Emirates Vs Namibia,United Arab Emirates,Ahmed Raza,1.0,0,9,0,9.0,1,1,0,0,0,
385,United Arab Emirates Vs Namibia,United Arab Emirates,Karthik Meiyappan,4.0,0,34,1,8.5,8,2,2,0,0,
386,United Arab Emirates Vs Namibia,United Arab Emirates,Aayan Afzal Khan,2.0,0,7,0,3.5,5,0,0,0,0,
387,United Arab Emirates Vs Namibia,United Arab Emirates,Muhammad Waseem,2.0,0,16,1,8.0,3,0,1,0,0,
388,Sri Lanka Vs Netherlands,Netherlands,Fred Klaassen,4.0,0,34,1,8.5,9,1,2,0,0,T20I # 1835
389,Sri Lanka Vs Netherlands,Netherlands,Tim Pringle,3.0,0,22,0,7.33,8,0,2,0,0,T20I # 1835
390,Sri Lanka Vs Netherlands,Netherlands,Roelof van der Merwe,3.0,0,16,0,5.33,10,2,0,0,0,T20I # 1835
391,Sri Lanka Vs Netherlands,Netherlands,Paul van Meekeren,4.0,0,25,2,6.25,11,3,0,1,0,T20I # 1835
392,Sri Lanka Vs Netherlands,Netherlands,Bas de Leede,3.0,0,31,2,10.33,5,2,2,0,0,T20I # 1835
393,Sri Lanka Vs Netherlands,Netherlands,Timm van der Gugten,3.0,0,31,1,10.33,3,2,1,0,0,T20I # 1835
394,Sri Lanka Vs Netherlands,Sri Lanka,Dhananjaya de Silva,1.0,0,5,0,5.0,1,0,0,0,0,T20I # 1835
395,Sri Lanka Vs Netherlands,Sri Lanka,Lahiru Kumara,4.0,0,28,1,7.0,14,2,1,1,0,T20I # 1835
396,Sri Lanka Vs Netherlands,Sri Lanka,Binura Fernando,4.0,0,33,1,8.25,11,4,1,1,0,T20I # 1835
397,Sri Lanka Vs Netherlands,Sri Lanka,Maheesh Theekshana,4.0,0,32,2,8.0,12,1,2,2,1,T20I # 1835
398,Sri Lanka Vs Netherlands,Sri Lanka,Wanindu Hasaranga,4.0,0,28,3,7.0,11,3,0,0,0,T20I # 1835
399,Sri Lanka Vs Netherlands,Sri Lanka,Chamika Karunaratne,2.0,0,11,0,5.5,6,1,0,1,0,T20I # 1835
400,Sri Lanka Vs Netherlands,Sri Lanka,Dasun Shanaka,1.0,0,7,0,7.0,3,1,0,0,0,T20I # 1835
401,West Indies Vs Zimbabwe,Zimbabwe,Richard Ngarava,3.0,0,20,0,6.66,9,1,1,1,0,T20I # 1834
402,West Indies Vs Zimbabwe,Zimbabwe,Tendai Chatara,3.0,0,22,0,7.33,5,2,0,2,0,T20I # 1834
403,West Indies Vs Zimbabwe,Zimbabwe,Blessing Muzarabani,4.0,0,38,2,9.5,10,2,2,2,1,T20I # 1834
404,West Indies Vs Zimbabwe,Zimbabwe,Ryan Burl,3.0,0,27,0,9.0,5,3,1,0,0,T20I # 1834
405,West Indies Vs Zimbabwe,Zimbabwe,Sikandar Raza,4.0,0,19,3,4.75,7,0,0,0,0,T20I # 1834
406,West Indies Vs Zimbabwe,Zimbabwe,Sean Williams,3.0,0,17,1,5.66,7,1,0,0,1,T20I # 1834
407,West Indies Vs Zimbabwe,West Indies,Kyle Mayers,1.0,0,17,0,17.0,3,3,0,1,0,T20I # 1834
408,West Indies Vs Zimbabwe,West Indies,Akeal Hosein,4.0,0,25,1,6.25,12,1,1,1,1,T20I # 1834
409,West Indies Vs Zimbabwe,West Indies,Alzarri Joseph,4.0,0,16,4,4.0,16,1,1,0,0,T20I # 1834
410,West Indies Vs Zimbabwe,West Indies,Obed McCoy,3.0,0,19,1,6.33,9,3,0,0,0,T20I # 1834
411,West Indies Vs Zimbabwe,West Indies,Jason Holder,3.2,0,12,3,3.6,12,1,0,0,0,T20I # 1834
412,West Indies Vs Zimbabwe,West Indies,Odean Smith,3.0,0,31,1,10.33,8,4,1,1,1,T20I # 1834
413,Scotland Vs Ireland,Ireland,Josh Little,4.0,0,30,1,7.5,10,2,1,1,0,T20I # 1833
414,Scotland Vs Ireland,Ireland,Mark Adair,4.0,0,23,1,5.75,12,2,0,2,0,T20I # 1833
415,Scotland Vs Ireland,Ireland,Barry McCarthy,4.0,0,59,0,14.75,4,6,3,1,1,T20I # 1833
416,Scotland Vs Ireland,Ireland,Gareth Delany,3.0,0,28,0,9.33,3,2,1,0,0,T20I # 1833
417,Scotland Vs Ireland,Ireland,Simi Singh,2.0,0,16,0,8.0,2,2,0,0,0,T20I # 1833
418,Scotland Vs Ireland,Ireland,Curtis Campher,2.0,0,9,2,4.5,7,1,0,0,0,T20I # 1833
419,Scotland Vs Ireland,Ireland,George Dockrell,1.0,0,9,0,9.0,1,1,0,0,0,T20I # 1833
420,Scotland Vs Ireland,Scotland,Mark Watt,4.0,0,39,1,9.75,10,2,1,2,0,T20I # 1833
421,Scotland Vs Ireland,Scotland,Brad Wheal,4.0,0,25,1,6.25,11,2,1,0,0,T20I # 1833
422,Scotland Vs Ireland,Scotland,Josh Davey,4.0,0,46,0,11.5,5,8,0,1,0,T20I # 1833
423,Scotland Vs Ireland,Scotland,Safyaan Sharif,3.0,0,32,1,10.66,3,4,0,1,0,T20I # 1833
424,Scotland Vs Ireland,Scotland,Chris Greaves,2.0,0,18,0,9.0,1,0,1,1,0,T20I # 1833
425,Scotland Vs Ireland,Scotland,Michael Leask,2.0,0,16,1,8.0,2,1,0,0,0,T20I # 1833
426,Sri Lanka Vs United Arab Emirates,United Arab Emirates,Junaid Siddique,4.0,0,36,0,9.0,8,2,1,2,0,
427,Sri Lanka Vs United Arab Emirates,United Arab Emirates,Kashif Daud,1.0,0,14,0,14.0,0,2,0,0,0,
428,Sri Lanka Vs United Arab Emirates,United Arab Emirates,Zahoor Khan,4.0,0,26,2,6.5,10,3,0,0,0,
429,Sri Lanka Vs United Arab Emirates,United Arab Emirates,Aayan Afzal Khan,3.0,0,16,1,5.33,7,1,0,0,0,
430,Sri Lanka Vs United Arab Emirates,United Arab Emirates,Aryan Lakra,3.0,0,24,1,8.0,5,3,0,0,0,
431,Sri Lanka Vs United Arab Emirates,United Arab Emirates,Karthik Meiyappan,4.0,0,19,3,4.75,12,0,1,0,0,
432,Sri Lanka Vs United Arab Emirates,United Arab Emirates,Basil Hameed,1.0,0,13,0,13.0,1,1,1,0,0,
433,Sri Lanka Vs United Arab Emirates,Sri Lanka,Pramod Madushan,3.0,0,14,1,4.66,12,2,0,1,0,
434,Sri Lanka Vs United Arab Emirates,Sri Lanka,Maheesh Theekshana,3.1,0,15,2,4.73,10,2,0,0,0,
435,Sri Lanka Vs United Arab Emirates,Sri Lanka,Dushmantha Chameera,3.5,0,15,3,3.91,16,0,1,0,0,
436,Sri Lanka Vs United Arab Emirates,Sri Lanka,Chamika Karunaratne,2.0,0,14,0,7.0,5,2,0,0,0,
437,Sri Lanka Vs United Arab Emirates,Sri Lanka,Wanindu Hasaranga,4.0,1,8,3,2.0,17,0,0,0,0,
438,Sri Lanka Vs United Arab Emirates,Sri Lanka,Dasun Shanaka,1.1,0,7,1,6.0,3,0,0,1,0,
439,Namibia Vs Netherlands,Netherlands,Fred Klaassen,3.0,0,15,0,5.0,11,1,0,0,0,T20I # 1830
440,Namibia Vs Netherlands,Netherlands,Tim Pringle,3.0,0,15,1,5.0,8,0,0,0,0,T20I # 1830
441,Namibia Vs Netherlands,Netherlands,Bas de Leede,3.0,0,18,2,6.0,6,1,0,0,0,T20I # 1830
442,Namibia Vs Netherlands,Netherlands,Colin Ackermann,3.0,0,17,1,5.66,8,2,0,0,0,T20I # 1830
443,Namibia Vs Netherlands,Netherlands,Paul van Meekeren,4.0,0,18,1,4.5,11,1,0,1,0,T20I # 1830
444,Namibia Vs Netherlands,Netherlands,Timm van der Gugten,3.0,0,29,0,9.66,4,1,1,2,0,T20I # 1830
445,Namibia Vs Netherlands,Netherlands,Roelof van der Merwe,1.0,0,6,1,6.0,1,0,0,1,0,T20I # 1830
446,Namibia Vs Netherlands,Namibia,Bernard Scholtz,4.0,0,21,1,5.25,10,0,1,0,0,T20I # 1830
447,Namibia Vs Netherlands,Namibia,David Wiese,2.3,0,22,0,8.8,4,3,0,0,0,T20I # 1830
448,Namibia Vs Netherlands,Namibia,Gerhard Erasmus,3.0,0,13,0,4.33,8,0,0,1,0,T20I # 1830
449,Namibia Vs Netherlands,Namibia,Ben Shikongo,1.0,0,18,0,18.0,1,0,2,1,0,T20I # 1830
450,Namibia Vs Netherlands,Namibia,JJ Smit,4.0,0,24,2,6.0,9,2,0,0,0,T20I # 1830
451,Namibia Vs Netherlands,Namibia,Jan Frylinck,4.0,1,16,1,4.0,11,1,0,0,0,T20I # 1830
452,Namibia Vs Netherlands,Namibia,Jan Nicol Loftie-Eaton,1.0,0,8,0,8.0,2,1,0,0,1,T20I # 1830
453,Zimbabwe Vs Ireland,Ireland,Josh Little,4.0,0,24,3,6.0,11,3,0,0,0,T20I # 1828
454,Zimbabwe Vs Ireland,Ireland,Mark Adair,4.0,0,39,2,9.75,6,3,1,2,0,T20I # 1828
455,Zimbabwe Vs Ireland,Ireland,Barry McCarthy,4.0,0,24,0,6.0,11,2,0,2,0,T20I # 1828
456,Zimbabwe Vs Ireland,Ireland,Curtis Campher,3.0,0,29,0,9.66,6,2,2,0,0,T20I # 1828
457,Zimbabwe Vs Ireland,Ireland,Simi Singh,3.0,0,31,2,10.33,5,2,2,1,0,T20I # 1828
458,Zimbabwe Vs Ireland,Ireland,Gareth Delany,2.0,0,21,0,10.5,4,2,1,1,0,T20I # 1828
